domain,fraction,fold,repeat,n_train,n_test,MAE,skill
movie,0.25,42,0,221,97,0.5515463917525774,0.29839452266381516
movie,0.25,42,1,221,97,0.5463917525773195,0.3049515831996674
movie,0.25,42,2,221,97,0.5618556701030928,0.28528040159211077
movie,0.5,42,0,442,97,0.4845360824742268,0.3836363096298937
movie,0.5,42,1,442,97,0.5463917525773195,0.3049515831996674
movie,0.5,42,2,442,97,0.520618556701031,0.33773688587892825
movie,0.75,42,0,662,97,0.4948453608247423,0.3705221885581893
movie,0.75,42,1,662,97,0.5051546391752577,0.3574080674864849
movie,0.75,42,2,662,97,0.4896907216494845,0.37707924909404156
movie,1.0,42,0,883,97,0.4639175257731959,0.4098645517733025
movie,0.25,43,0,220,99,0.5202020202020202,0.37105449202234564
