target,source,music,protocol,fraction,fold,repeat,N,MAE,skill,spearman
movie,game,False,B,0.0,19,0,96,0.8802083333333334,-0.1869637068581962,0.030483434216635002
movie,game,False,C,0.0,19,0,96,0.8802083333333334,-0.1869637068581962,0.030483434216635002
movie,game,False,C,0.25,19,0,96,0.515625,0.30467806521324603,0.6332567663546769
movie,game,False,C,0.5,19,0,96,0.484375,0.34681878853365544,0.6708465312198306
movie,game,False,C,1.0,19,0,96,0.46875,0.36788915019386004,0.7074547973173568
movie,book,False,B,0.0,19,0,96,0.890625,-0.20101061463166592,-0.08714661034641179
movie,book,False,C,0.0,19,0,96,0.890625,-0.20101061463166592,-0.08714661034641179
movie,book,False,C,0.25,19,0,96,0.4947916666666667,0.3327718807601856,0.704712834235101
movie,book,False,C,0.5,19,0,96,0.5208333333333334,0.29765461132651116,0.6311523698925465
movie,book,False,C,1.0,19,0,96,0.5,0.32574842687345074,0.6938961870024187
movie,tv+game,False,B,0.0,19,0,96,0.8177083333333334,-0.10268226021737759,0.25679675328120943
movie,tv+game,False,C,0.0,19,0,96,0.8177083333333334,-0.10268226021737759,0.25679675328120943
movie,tv+game,False,C,0.25,19,0,96,0.546875,0.26253734189283673,0.621899895379028
movie,tv+game,False,C,0.5,19,0,96,0.546875,0.26253734189283673,0.5758606258129804
movie,tv+game,False,C,1.0,19,0,96,0.5,0.32574842687345074,0.6564804882059126
movie,tv+book,False,B,0.0,19,0,96,0.7135416666666666,0.03778681751732038,0.17099026336199136
movie,tv+book,False,C,0.0,19,0,96,0.7135416666666666,0.03778681751732038,0.17099026336199136
movie,tv+book,False,C,0.25,19,0,96,0.5416666666666666,0.2695607957795717,0.6131659753716474
movie,tv+book,False,C,0.5,19,0,96,0.5208333333333334,0.29765461132651116,0.6220798821785171
movie,tv+book,False,C,1.0,19,0,96,0.453125,0.38895951185406474,0.713961358692947
movie,game+book,False,B,0.0,19,0,96,0.7708333333333334,-0.03947117523676358,0.09900716489162309
movie,game+book,False,C,0.0,19,0,96,0.7708333333333334,-0.03947117523676358,0.09900716489162309
movie,game+book,False,C,0.25,19,0,96,0.578125,0.22039661857242743,0.5875949364227042
movie,game+book,False,C,0.5,19,0,96,0.515625,0.30467806521324603,0.6659021590619758
movie,game+book,False,C,1.0,19,0,96,0.46875,0.36788915019386004,0.683138311400864
movie,tv+game+book,False,B,0.0,19,0,96,0.71875,0.030763363630585405,0.18984041518929243
movie,tv+game+book,False,C,0.0,19,0,96,0.71875,0.030763363630585405,0.18984041518929243
movie,tv+game+book,False,C,0.25,19,0,96,0.5885416666666666,0.2063497107989577,0.5721672455622892
movie,tv+game+book,False,C,0.5,19,0,96,0.5052083333333334,0.31872497298671576,0.647598850499979
movie,tv+game+book,False,C,1.0,19,0,96,0.484375,0.34681878853365544,0.7024168639378586
movie,(target-only),False,A,1.0,20,0,92,0.5652173913043478,0.3464673913043481,0.7502823498271383
movie,tv,False,B,0.0,20,0,92,0.7717391304347826,0.10767663043478293,0.387000967853259
movie,tv,False,C,0.0,20,0,92,0.7717391304347826,0.10767663043478293,0.387000967853259
movie,tv,False,C,0.25,20,0,92,0.6467391304347826,0.2522078804347828,0.692960612730772
movie,tv,False,C,0.5,20,0,92,0.6358695652173914,0.26477581521739146,0.6875298458614132
movie,tv,False,C,1.0,20,0,92,0.5815217391304348,0.3276154891304349,0.7225910381292101
movie,game,False,B,0.0,20,0,92,1.048913043478261,-0.2128057065217388,-0.10115337989481368
movie,game,False,C,0.0,20,0,92,1.048913043478261,-0.2128057065217388,-0.10115337989481368
movie,game,False,C,0.25,20,0,92,0.6793478260869565,0.21450407608695676,0.6256463162675827
movie,game,False,C,0.5,20,0,92,0.6304347826086957,0.2710597826086959,0.7250935704186523
movie,game,False,C,1.0,20,0,92,0.5597826086956522,0.35275135869565233,0.7240238534109019
movie,book,False,B,0.0,20,0,92,0.9782608695652174,-0.13111413043478226,0.13284945615251323
movie,book,False,C,0.0,20,0,92,0.9782608695652174,-0.13111413043478226,0.13284945615251323
movie,book,False,C,0.25,20,0,92,0.6956521739130435,0.1956521739130438,0.5995199459256294
movie,book,False,C,0.5,20,0,92,0.657608695652174,0.23963994565217406,0.6751340333715241
movie,book,False,C,1.0,20,0,92,0.5815217391304348,0.3276154891304349,0.7157771491319675
movie,tv+game,False,B,0.0,20,0,92,0.9782608695652174,-0.13111413043478226,0.0819720654332163
movie,tv+game,False,C,0.0,20,0,92,0.9782608695652174,-0.13111413043478226,0.0819720654332163
movie,tv+game,False,C,0.25,20,0,92,0.6358695652173914,0.26477581521739146,0.6752859155858857
movie,tv+game,False,C,0.5,20,0,92,0.6630434782608695,0.23335597826086985,0.6527133866720484
movie,tv+game,False,C,1.0,20,0,92,0.5489130434782609,0.3653192934782611,0.7604506825936408
movie,tv+book,False,B,0.0,20,0,92,0.8315217391304348,0.038552989130435034,0.26579054298999594
movie,tv+book,False,C,0.0,20,0,92,0.8315217391304348,0.038552989130435034,0.26579054298999594
movie,tv+book,False,C,0.25,20,0,92,0.6793478260869565,0.21450407608695676,0.632983194662453
movie,tv+book,False,C,0.5,20,0,92,0.6739130434782609,0.2207880434782611,0.6566748419459123
movie,tv+book,False,C,1.0,20,0,92,0.5760869565217391,0.33389945652173936,0.7184089391949419
movie,game+book,False,B,0.0,20,0,92,0.8641304347826086,0.0008491847826090915,0.044548068657975816
movie,game+book,False,C,0.0,20,0,92,0.8641304347826086,0.0008491847826090915,0.044548068657975816
movie,game+book,False,C,0.25,20,0,92,0.7119565217391305,0.1768002717391306,0.6002326539089592
movie,game+book,False,C,0.5,20,0,92,0.6684782608695652,0.22707201086956552,0.6461323797941597
movie,game+book,False,C,1.0,20,0,92,0.5760869565217391,0.33389945652173936,0.6999935097253399
movie,tv+game+book,False,B,0.0,20,0,92,0.8641304347826086,0.0008491847826090915,0.10133653190146345
movie,tv+game+book,False,C,0.0,20,0,92,0.8641304347826086,0.0008491847826090915,0.10133653190146345
movie,tv+game+book,False,C,0.25,20,0,92,0.717391304347826,0.1705163043478264,0.6168810168883054
movie,tv+game+book,False,C,0.5,20,0,92,0.657608695652174,0.23963994565217406,0.6773620641110966
movie,tv+game+book,False,C,1.0,20,0,92,0.5815217391304348,0.3276154891304349,0.7441379813819887
movie,(target-only),False,A,1.0,21,0,102,0.5196078431372549,0.31332359407971433,0.5947262512486021
movie,tv,False,B,0.0,21,0,102,0.7107843137254902,0.06067850133545838,0.3648185000396849
movie,tv,False,C,0.0,21,0,102,0.7107843137254902,0.06067850133545838,0.3648185000396849
movie,tv,False,C,0.25,21,0,102,0.5931372549019608,0.2161524045626928,0.5445887846159618
movie,tv,False,C,0.5,21,0,102,0.5343137254901961,0.29388935617631007,0.58698919290534
movie,tv,False,C,1.0,21,0,102,0.4950980392156863,0.3457139905853882,0.6207145255882555
movie,game,False,B,0.0,21,0,102,0.9019607843137255,-0.19196659140879757,0.002221458703711562
movie,game,False,C,0.0,21,0,102,0.9019607843137255,-0.19196659140879757,0.002221458703711562
movie,game,False,C,0.25,21,0,102,0.5637254901960784,0.25502088036950143,0.5732506383627722
movie,game,False,C,0.5,21,0,102,0.5294117647058824,0.3003674354774448,0.5499934124985559
movie,game,False,C,1.0,21,0,102,0.5098039215686274,0.32627975268198395,0.612671892053763
movie,book,False,B,0.0,21,0,102,0.8284313725490197,-0.09479540189177627,-0.04697715549846501
movie,book,False,C,0.0,21,0,102,0.8284313725490197,-0.09479540189177627,-0.04697715549846501
movie,book,False,C,0.25,21,0,102,0.5392156862745098,0.2874112768751753,0.5927997268881406
movie,book,False,C,0.5,21,0,102,0.4803921568627451,0.3651482284887926,0.6323866029866797
movie,book,False,C,1.0,21,0,102,0.5049019607843137,0.3327578319831187,0.591671520065139
movie,tv+game,False,B,0.0,21,0,102,0.8235294117647058,-0.08831732259064129,0.26667994722507565
movie,tv+game,False,C,0.0,21,0,102,0.8235294117647058,-0.08831732259064129,0.26667994722507565
movie,tv+game,False,C,0.25,21,0,102,0.5637254901960784,0.25502088036950143,0.5617223940774834
movie,tv+game,False,C,0.5,21,0,102,0.5441176470588235,0.28093319757404056,0.5707434925474082
movie,tv+game,False,C,1.0,21,0,102,0.5343137254901961,0.29388935617631007,0.5968968317668617
movie,tv+book,False,B,0.0,21,0,102,0.7647058823529411,-0.010580370977024023,0.014214552826685972
movie,tv+book,False,C,0.0,21,0,102,0.7647058823529411,-0.010580370977024023,0.014214552826685972
movie,tv+book,False,C,0.25,21,0,102,0.5588235294117647,0.2614989596706362,0.5212908470189406
movie,tv+book,False,C,0.5,21,0,102,0.5245098039215687,0.3068455147785796,0.5673291072472427
movie,tv+book,False,C,1.0,21,0,102,0.5294117647058824,0.3003674354774448,0.5921338505088508
movie,game+book,False,B,0.0,21,0,102,0.7205882352941176,0.04772234273318887,0.16270910424867382
movie,game+book,False,C,0.0,21,0,102,0.7205882352941176,0.04772234273318887,0.16270910424867382
movie,game+book,False,C,0.25,21,0,102,0.5980392156862745,0.20967432526155805,0.5268506130075183
movie,game+book,False,C,0.5,21,0,102,0.5196078431372549,0.31332359407971433,0.6053053113759168
movie,game+book,False,C,1.0,21,0,102,0.4852941176470588,0.3586701491876578,0.6168677159476181
movie,tv+game+book,False,B,0.0,21,0,102,0.7352941176470589,0.0282881048297845,0.10919128582143739
movie,tv+game+book,False,C,0.0,21,0,102,0.7352941176470589,0.0282881048297845,0.10919128582143739
movie,tv+game+book,False,C,0.25,21,0,102,0.5735294117647058,0.24206472176723193,0.6122669567363813
movie,tv+game+book,False,C,0.5,21,0,102,0.5882352941176471,0.22263048386382756,0.5062461980811348
movie,tv+game+book,False,C,1.0,21,0,102,0.5196078431372549,0.31332359407971433,0.5868214187208487
movie,(target-only),False,A,1.0,22,0,97,0.5567010309278351,0.2774688224508659,0.630941278014744
movie,tv,False,B,0.0,22,0,97,0.7268041237113402,0.05669540708863052,0.32628490057509363
movie,tv,False,C,0.0,22,0,97,0.7268041237113402,0.05669540708863052,0.32628490057509363
movie,tv,False,C,0.25,22,0,97,0.5773195876288659,0.2507084084675647,0.6093721017253931
movie,tv,False,C,0.5,22,0,97,0.5773195876288659,0.2507084084675647,0.55735140457624
movie,tv,False,C,1.0,22,0,97,0.5618556701030928,0.2707787189550406,0.6298274496980342
movie,game,False,B,0.0,22,0,97,0.9020618556701031,-0.1707681117694302,-0.051970152546345356
movie,game,False,C,0.0,22,0,97,0.9020618556701031,-0.1707681117694302,-0.051970152546345356
movie,game,False,C,0.25,22,0,97,0.6185567010309279,0.19718758050096208,0.5752480996161734
movie,game,False,C,0.5,22,0,97,0.5670103092783505,0.26408861545921536,0.5956018225577202
movie,game,False,C,1.0,22,0,97,0.5721649484536082,0.25739851196339003,0.619692040979673
movie,book,False,B,0.0,22,0,97,1.0206185567010309,-0.3246404921734123,-0.11540939376221927
movie,book,False,C,0.0,22,0,97,1.0206185567010309,-0.3246404921734123,-0.11540939376221927
movie,book,False,C,0.25,22,0,97,0.5824742268041238,0.24401830497173926,0.6026701230707756
movie,book,False,C,0.5,22,0,97,0.5721649484536082,0.25739851196339003,0.5943060534829394
movie,book,False,C,1.0,22,0,97,0.5515463917525774,0.28415892594669123,0.6564534291310103
movie,tv+game,False,B,0.0,22,0,97,0.7680412371134021,0.0031745791220278985,0.3433008983773036
movie,tv+game,False,C,0.0,22,0,97,0.7680412371134021,0.0031745791220278985,0.3433008983773036
movie,tv+game,False,C,0.25,22,0,97,0.5618556701030928,0.2707787189550406,0.6336513095441982
movie,tv+game,False,C,0.5,22,0,97,0.5721649484536082,0.25739851196339003,0.6159964289899279
movie,tv+game,False,C,1.0,22,0,97,0.5463917525773195,0.29084902944251667,0.6796957250238278
movie,tv+book,False,B,0.0,22,0,97,0.8195876288659794,-0.06372645583622516,-0.032856671159182685
movie,tv+book,False,C,0.0,22,0,97,0.8195876288659794,-0.06372645583622516,-0.032856671159182685
movie,tv+book,False,C,0.25,22,0,97,0.6082474226804123,0.21056778749261285,0.6092503237865823
movie,tv+book,False,C,0.5,22,0,97,0.5979381443298969,0.2239479944842634,0.5805916728888948
movie,tv+book,False,C,1.0,22,0,97,0.5618556701030928,0.2707787189550406,0.656567566345844
movie,game+book,False,B,0.0,22,0,97,0.7989690721649485,-0.03696604185292407,0.09354994252684316
movie,game+book,False,C,0.0,22,0,97,0.7989690721649485,-0.03696604185292407,0.09354994252684316
movie,game+book,False,C,0.25,22,0,97,0.5670103092783505,0.26408861545921536,0.6171905217228653
movie,game+book,False,C,0.5,22,0,97,0.5824742268041238,0.24401830497173926,0.5525841104135094
movie,game+book,False,C,1.0,22,0,97,0.5927835051546392,0.23063809798008872,0.6175423200654881
movie,tv+game+book,False,B,0.0,22,0,97,0.7938144329896907,-0.03027593835709852,0.0009907953286929
movie,tv+game+book,False,C,0.0,22,0,97,0.7938144329896907,-0.03027593835709852,0.0009907953286929
movie,tv+game+book,False,C,0.25,22,0,97,0.5979381443298969,0.2239479944842634,0.6279358625284115
movie,tv+game+book,False,C,0.5,22,0,97,0.5567010309278351,0.2774688224508659,0.6399552977614819
movie,tv+game+book,False,C,1.0,22,0,97,0.5618556701030928,0.2707787189550406,0.6536991559056659
movie,(target-only),False,A,1.0,23,0,105,0.46190476190476193,0.38571159747553696,0.711215041746957
movie,tv,False,B,0.0,23,0,105,0.6238095238095238,0.17039401308551905,0.534162113074182
movie,tv,False,C,0.0,23,0,105,0.6238095238095238,0.17039401308551905,0.534162113074182
movie,tv,False,C,0.25,23,0,105,0.5285714285714286,0.2970514156678825,0.6793962021958408
movie,tv,False,C,0.5,23,0,105,0.5523809523809524,0.2653870650222916,0.6583073909136391
movie,tv,False,C,1.0,23,0,105,0.4857142857142857,0.35404724682994615,0.6913976893052562
movie,game,False,B,0.0,23,0,105,0.9476190476190476,-0.2602411556945168,-0.020648983696391707
movie,game,False,C,0.0,23,0,105,0.9476190476190476,-0.2602411556945168,-0.020648983696391707
movie,game,False,C,0.25,23,0,105,0.5761904761904761,0.23372271437670078,0.6175092993884909
movie,game,False,C,0.5,23,0,105,0.5428571428571428,0.278052805280528,0.6461526704877456
movie,game,False,C,1.0,23,0,105,0.5047619047619047,0.32871576631347343,0.6541991764211551
movie,book,False,B,0.0,23,0,105,0.8857142857142857,-0.17791384401598065,0.05073277122399725
movie,book,False,C,0.0,23,0,105,0.8857142857142857,-0.17791384401598065,0.05073277122399725
movie,book,False,C,0.25,23,0,105,0.5142857142857142,0.31605002605523713,0.6938047050641313
movie,book,False,C,0.5,23,0,105,0.5,0.33504863644259153,0.6928323482822729
movie,book,False,C,1.0,23,0,105,0.49047619047619045,0.34771437670082794,0.6934752646451934
movie,tv+game,False,B,0.0,23,0,105,0.7904761904761904,-0.051256441433617184,0.31154778520722454
movie,tv+game,False,C,0.0,23,0,105,0.7904761904761904,-0.051256441433617184,0.31154778520722454
movie,tv+game,False,C,0.25,23,0,105,0.5285714285714286,0.2970514156678825,0.6426239941381944
movie,tv+game,False,C,0.5,23,0,105,0.5476190476190477,0.2717199351514098,0.6455855614495165
movie,tv+game,False,C,1.0,23,0,105,0.48095238095238096,0.36038011695906425,0.6944736931982453
movie,tv+book,False,B,0.0,23,0,105,0.6666666666666666,0.11339818192345552,0.268053454568806
movie,tv+book,False,C,0.0,23,0,105,0.6666666666666666,0.11339818192345552,0.268053454568806
movie,tv+book,False,C,0.25,23,0,105,0.5142857142857142,0.31605002605523713,0.6677399022392401
movie,tv+book,False,C,0.5,23,0,105,0.5095238095238095,0.3223828961843552,0.6889214155238553
movie,tv+book,False,C,1.0,23,0,105,0.46190476190476193,0.38571159747553696,0.717706255332258
movie,game+book,False,B,0.0,23,0,105,0.719047619047619,0.04373661050315547,0.15594290319317541
movie,game+book,False,C,0.0,23,0,105,0.719047619047619,0.04373661050315547,0.15594290319317541
movie,game+book,False,C,0.25,23,0,105,0.5523809523809524,0.2653870650222916,0.6262725656304021
movie,game+book,False,C,0.5,23,0,105,0.5428571428571428,0.278052805280528,0.6765416825680266
movie,game+book,False,C,1.0,23,0,105,0.49523809523809526,0.34138150657170974,0.6721853462571283
movie,tv+game+book,False,B,0.0,23,0,105,0.680952380952381,0.0943995715361009,0.21938970626183085
movie,tv+game+book,False,C,0.0,23,0,105,0.680952380952381,0.0943995715361009,0.21938970626183085
movie,tv+game+book,False,C,0.25,23,0,105,0.5476190476190477,0.2717199351514098,0.633354889777432
movie,tv+game+book,False,C,0.5,23,0,105,0.5142857142857142,0.31605002605523713,0.6525032738213538
movie,tv+game+book,False,C,1.0,23,0,105,0.48095238095238096,0.36038011695906425,0.7148028621939364
movie,(target-only),False,A,1.0,24,0,101,0.5148514851485149,0.32679392011311426,0.6991489391050524
movie,tv,False,B,0.0,24,0,101,0.7376237623762376,0.03550282785436565,0.21177256786856358
movie,tv,False,C,0.0,24,0,101,0.7376237623762376,0.03550282785436565,0.21177256786856358
movie,tv,False,C,0.25,24,0,101,0.5495049504950495,0.28148197242842,0.626522014837573
movie,tv,False,C,0.5,24,0,101,0.5099009900990099,0.33326705549664193,0.6995264330823442
movie,tv,False,C,1.0,24,0,101,0.504950495049505,0.3397401908801697,0.6973719782045981
movie,game,False,B,0.0,24,0,101,0.9356435643564357,-0.22342258748674437,-0.16084722368519194
movie,game,False,C,0.0,24,0,101,0.9356435643564357,-0.22342258748674437,-0.16084722368519194
movie,game,False,C,0.25,24,0,101,0.6237623762376238,0.1843849416755038,0.563542025268946
movie,game,False,C,0.5,24,0,101,0.5544554455445545,0.2750088370448922,0.628778276740767
movie,game,False,C,1.0,24,0,101,0.5346534653465347,0.30090137857900323,0.632766858675616
movie,book,False,B,0.0,24,0,101,0.9603960396039604,-0.25578826440438296,-0.001168782578410218
movie,book,False,C,0.0,24,0,101,0.9603960396039604,-0.25578826440438296,-0.001168782578410218
movie,book,False,C,0.25,24,0,101,0.5891089108910891,0.22969688936019805,0.6348553206258929
movie,book,False,C,0.5,24,0,101,0.5396039603960396,0.29442824319547545,0.6475349142572743
movie,book,False,C,1.0,24,0,101,0.5099009900990099,0.33326705549664193,0.677328325478184
movie,tv+game,False,B,0.0,24,0,101,0.8811881188118812,-0.15221809826793908,-0.0357462699281041
movie,tv+game,False,C,0.0,24,0,101,0.8811881188118812,-0.15221809826793908,-0.0357462699281041
movie,tv+game,False,C,0.25,24,0,101,0.5643564356435643,0.26206256627783686,0.6354292004940002
movie,tv+game,False,C,0.5,24,0,101,0.5643564356435643,0.26206256627783686,0.5850539229452958
movie,tv+game,False,C,1.0,24,0,101,0.5099009900990099,0.33326705549664193,0.6645039718486098
movie,tv+book,False,B,0.0,24,0,101,0.7722772277227723,-0.009809119830328727,0.09321652458394537
movie,tv+book,False,C,0.0,24,0,101,0.7722772277227723,-0.009809119830328727,0.09321652458394537
movie,tv+book,False,C,0.25,24,0,101,0.6386138613861386,0.16496553552492055,0.4861438582361042
movie,tv+book,False,C,0.5,24,0,101,0.5198019801980198,0.32032078472958647,0.6764899017891767
movie,tv+book,False,C,1.0,24,0,101,0.5198019801980198,0.32032078472958647,0.6679643931337611
movie,game+book,False,B,0.0,24,0,101,0.8316831683168316,-0.08748674443266147,0.05512734072359879
movie,game+book,False,C,0.0,24,0,101,0.8316831683168316,-0.08748674443266147,0.05512734072359879
movie,game+book,False,C,0.25,24,0,101,0.6188118811881188,0.19085807705903157,0.5628968842896562
movie,game+book,False,C,0.5,24,0,101,0.5891089108910891,0.22969688936019805,0.6009364051541969
movie,game+book,False,C,1.0,24,0,101,0.5297029702970297,0.307374513962531,0.6258121256075478
movie,tv+game+book,False,B,0.0,24,0,101,0.7178217821782178,0.06139536938847667,0.21084040271258983
movie,tv+game+book,False,C,0.0,24,0,101,0.7178217821782178,0.06139536938847667,0.21084040271258983
movie,tv+game+book,False,C,0.25,24,0,101,0.6435643564356436,0.15849240014139276,0.5125096748182699
movie,tv+game+book,False,C,0.5,24,0,101,0.5346534653465347,0.30090137857900323,0.6530074705232927
movie,tv+game+book,False,C,1.0,24,0,101,0.5297029702970297,0.307374513962531,0.6242940099059278
movie,(target-only),False,A,1.0,25,0,93,0.46236559139784944,0.37188544702995585,0.7154904136153635
movie,tv,False,B,0.0,25,0,93,0.6827956989247311,0.07243548573028369,0.3120285614004314
movie,tv,False,C,0.0,25,0,93,0.6827956989247311,0.07243548573028369,0.3120285614004314
movie,tv,False,C,0.25,25,0,93,0.5483870967741935,0.255026925547157,0.611328657344131
movie,tv,False,C,0.5,25,0,93,0.532258064516129,0.2769378983251818,0.626444532999799
movie,tv,False,C,1.0,25,0,93,0.5,0.32075984388123135,0.6689361043127241
movie,game,False,B,0.0,25,0,93,1.0161290322580645,-0.3803912850155622,-0.32669829334424716
movie,game,False,C,0.0,25,0,93,1.0161290322580645,-0.3803912850155622,-0.32669829334424716
movie,game,False,C,0.25,25,0,93,0.521505376344086,0.29154521351053164,0.6330294583046648
movie,game,False,C,0.5,25,0,93,0.5053763440860215,0.3134561862885564,0.6991279770962613
movie,game,False,C,1.0,25,0,93,0.489247311827957,0.3353671590665812,0.6733738760667755
movie,book,False,B,0.0,25,0,93,1.053763440860215,-0.43151688816428657,-0.07283725047918016
movie,book,False,C,0.0,25,0,93,1.053763440860215,-0.43151688816428657,-0.07283725047918016
movie,book,False,C,0.25,25,0,93,0.532258064516129,0.2769378983251818,0.68570648683285
movie,book,False,C,0.5,25,0,93,0.521505376344086,0.29154521351053164,0.6763243346133304
movie,book,False,C,1.0,25,0,93,0.478494623655914,0.34997447425193107,0.692802705120382
movie,tv+game,False,B,0.0,25,0,93,0.8279569892473119,-0.12476326927193959,0.10068255176697591
movie,tv+game,False,C,0.0,25,0,93,0.8279569892473119,-0.12476326927193959,0.10068255176697591
movie,tv+game,False,C,0.25,25,0,93,0.543010752688172,0.26233058313983193,0.6197598917495978
movie,tv+game,False,C,0.5,25,0,93,0.521505376344086,0.29154521351053164,0.6497795607112377
movie,tv+game,False,C,1.0,25,0,93,0.4838709677419355,0.34267081665925614,0.7065888280192887
movie,tv+book,False,B,0.0,25,0,93,0.7096774193548387,0.03591719776690894,0.2284145600934965
movie,tv+book,False,C,0.0,25,0,93,0.7096774193548387,0.03591719776690894,0.2284145600934965
movie,tv+book,False,C,0.25,25,0,93,0.5376344086021505,0.26963424073250686,0.607055739779507
movie,tv+book,False,C,0.5,25,0,93,0.5752688172043011,0.21850863758378225,0.6350044808764129
movie,tv+book,False,C,1.0,25,0,93,0.478494623655914,0.34997447425193107,0.720653125906679
movie,game+book,False,B,0.0,25,0,93,0.8333333333333334,-0.1320669268646144,-0.08206004298574394
movie,game+book,False,C,0.0,25,0,93,0.8333333333333334,-0.1320669268646144,-0.08206004298574394
movie,game+book,False,C,0.25,25,0,93,0.532258064516129,0.2769378983251818,0.6250204199142411
movie,game+book,False,C,0.5,25,0,93,0.5698924731182796,0.22581229517645718,0.6445401706652502
movie,game+book,False,C,1.0,25,0,93,0.46236559139784944,0.37188544702995585,0.7180449987153322
movie,tv+game+book,False,B,0.0,25,0,93,0.7204301075268817,0.02130988258155908,0.17186618407451795
movie,tv+game+book,False,C,0.0,25,0,93,0.7204301075268817,0.02130988258155908,0.17186618407451795
movie,tv+game+book,False,C,0.25,25,0,93,0.6290322580645161,0.14547206165703297,0.4994624221078537
movie,tv+game+book,False,C,0.5,25,0,93,0.5698924731182796,0.22581229517645718,0.6422877893612424
movie,tv+game+book,False,C,1.0,25,0,93,0.521505376344086,0.29154521351053164,0.6640572829760509
movie,(target-only),False,A,1.0,26,0,98,0.4846938775510204,0.409979438357322,0.7573197579018923
movie,tv,False,B,0.0,26,0,98,0.6326530612244898,0.2298678984874517,0.5380570669774056
movie,tv,False,C,0.0,26,0,98,0.6326530612244898,0.2298678984874517,0.5380570669774056
movie,tv,False,C,0.25,26,0,98,0.5663265306122449,0.3106075542911867,0.6705399364005605
movie,tv,False,C,0.5,26,0,98,0.49489795918367346,0.39755795284905504,0.7321944585440391
movie,tv,False,C,1.0,26,0,98,0.5102040816326531,0.37892572458665463,0.7624089153449405
movie,game,False,B,0.0,26,0,98,0.9438775510204082,-0.1489874095146888,-0.0018023629866282202
movie,game,False,C,0.0,26,0,98,0.9438775510204082,-0.1489874095146888,-0.0018023629866282202
movie,game,False,C,0.25,26,0,98,0.6173469387755102,0.24850012674985222,0.5899909940733398
movie,game,False,C,0.5,26,0,98,0.5510204081632653,0.3292397825535871,0.6641076468705713
movie,game,False,C,1.0,26,0,98,0.5306122448979592,0.35408275357012076,0.7134991901454735
movie,book,False,B,0.0,26,0,98,1.030612244897959,-0.25457003633495745,-0.05724021249079909
movie,book,False,C,0.0,26,0,98,1.030612244897959,-0.25457003633495745,-0.05724021249079909
movie,book,False,C,0.25,26,0,98,0.5459183673469388,0.33545052530772046,0.7335335521602504
movie,book,False,C,0.5,26,0,98,0.5153061224489796,0.3727149818325213,0.7395730347512445
movie,book,False,C,1.0,26,0,98,0.4642857142857143,0.43482240937385574,0.782611039607131
movie,tv+game,False,B,0.0,26,0,98,0.8622448979591837,-0.04961552544855374,0.36738056393298435
movie,tv+game,False,C,0.0,26,0,98,0.8622448979591837,-0.04961552544855374,0.36738056393298435
movie,tv+game,False,C,0.25,26,0,98,0.5306122448979592,0.35408275357012076,0.7137273655884686
movie,tv+game,False,C,0.5,26,0,98,0.5204081632653061,0.3665042390783877,0.7208333583262709
movie,tv+game,False,C,1.0,26,0,98,0.5051020408163265,0.3851364673407882,0.7419568022754879
movie,tv+book,False,B,0.0,26,0,98,0.8112244897959183,0.012491902092780949,0.16198735788801266
movie,tv+book,False,C,0.0,26,0,98,0.8112244897959183,0.012491902092780949,0.16198735788801266
movie,tv+book,False,C,0.25,26,0,98,0.5663265306122449,0.3106075542911867,0.6939406777562643
movie,tv+book,False,C,0.5,26,0,98,0.5459183673469388,0.33545052530772046,0.7239048686333912
movie,tv+book,False,C,1.0,26,0,98,0.5102040816326531,0.37892572458665463,0.7562674056426789
movie,game+book,False,B,0.0,26,0,98,0.8214285714285714,7.041658451401034e-05,0.11561403813927004
movie,game+book,False,C,0.0,26,0,98,0.8214285714285714,7.041658451401034e-05,0.11561403813927004
movie,game+book,False,C,0.25,26,0,98,0.6071428571428571,0.26092161225811905,0.6324228266086639
movie,game+book,False,C,0.5,26,0,98,0.5561224489795918,0.3230290397994535,0.6852143632370629
movie,game+book,False,C,1.0,26,0,98,0.5,0.39134721009492157,0.7346340896030868
movie,tv+game+book,False,B,0.0,26,0,98,0.7857142857142857,0.043545615863448184,0.19992360822303892
movie,tv+game+book,False,C,0.0,26,0,98,0.7857142857142857,0.043545615863448184,0.19992360822303892
movie,tv+game+book,False,C,0.25,26,0,98,0.5612244897959183,0.31681829704532016,0.7131488518730049
movie,tv+game+book,False,C,0.5,26,0,98,0.5306122448979592,0.35408275357012076,0.750561823163531
movie,tv+game+book,False,C,1.0,26,0,98,0.5,0.39134721009492157,0.7765140712620422
movie,(target-only),False,A,1.0,27,0,95,0.4421052631578947,0.4310772339057767,0.7767484007102096
movie,tv,False,B,0.0,27,0,95,0.6842105263157895,0.11952429056846381,0.5036881198632768
movie,tv,False,C,0.0,27,0,95,0.6842105263157895,0.11952429056846381,0.5036881198632768
movie,tv,False,C,0.25,27,0,95,0.531578947368421,0.31593810267242195,0.7179316375259178
movie,tv,False,C,0.5,27,0,95,0.531578947368421,0.31593810267242195,0.6936054375367617
movie,tv,False,C,1.0,27,0,95,0.4631578947368421,0.40398567361557547,0.7571131627485386
movie,game,False,B,0.0,27,0,95,0.9052631578947369,-0.16493709247864796,0.021228781043002902
movie,game,False,C,0.0,27,0,95,0.9052631578947369,-0.16493709247864796,0.021228781043002902
movie,game,False,C,0.25,27,0,95,0.531578947368421,0.31593810267242195,0.6852741022221808
movie,game,False,C,0.5,27,0,95,0.5052631578947369,0.34980255303517327,0.7223137086314745
