domain,fraction,fold,repeat,n_train,n_test,MAE,skill
movie,0.5,49,1,450,100,0.53,0.30263157894736836
movie,0.5,49,2,450,100,0.53,0.30263157894736836
movie,0.75,49,0,675,100,0.54,0.2894736842105263
movie,0.75,49,1,675,100,0.54,0.2894736842105263
movie,0.75,49,2,675,100,0.54,0.2894736842105263
movie,1.0,49,0,900,100,0.515,0.3223684210526315
tv,0.25,0,0,36,17,0.9117647058823529,0.06762082555486437
tv,0.25,0,1,36,17,0.8823529411764706,0.09769757311761074
tv,0.25,0,2,36,17,0.8529411764705882,0.127774320680357
tv,0.5,0,0,72,17,0.8823529411764706,0.09769757311761074
tv,0.5,0,1,72,17,0.8529411764705882,0.127774320680357
tv,0.5,0,2,72,17,0.8235294117647058,0.15785106824310335
tv,0.75,0,0,109,17,0.8235294117647058,0.15785106824310335
tv,0.75,0,1,109,17,0.7941176470588235,0.1879278158058496
tv,0.75,0,2,109,17,0.8529411764705882,0.127774320680357
tv,1.0,0,0,145,17,0.7941176470588235,0.1879278158058496
tv,0.25,1,0,36,17,0.8235294117647058,0.07622298065984068
tv,0.25,1,1,36,17,1.0294117647058822,-0.1547212741751991
tv,0.25,1,2,36,17,0.7352941176470589,0.17519908987485766
tv,0.5,1,0,72,17,0.8235294117647058,0.07622298065984068
tv,0.5,1,1,72,17,0.7647058823529411,0.14220705346985207
tv,0.5,1,2,72,17,0.7058823529411765,0.20819112627986336
tv,0.75,1,0,109,17,0.8529411764705882,0.04323094425483498
tv,0.75,1,1,109,17,0.8529411764705882,0.04323094425483498
tv,0.75,1,2,109,17,0.7941176470588235,0.10921501706484638
tv,1.0,1,0,145,17,0.7941176470588235,0.10921501706484638
tv,0.25,2,0,36,16,0.8125,0.10682352941176476
tv,0.25,2,1,36,16,1.03125,-0.13364705882352945
tv,0.25,2,2,36,16,0.96875,-0.06494117647058828
tv,0.5,2,0,73,16,0.84375,0.07247058823529418
tv,0.5,2,1,73,16,0.96875,-0.06494117647058828
tv,0.5,2,2,73,16,0.90625,0.0037647058823530033
tv,0.75,2,0,110,16,0.84375,0.07247058823529418
tv,0.75,2,1,110,16,0.9375,-0.030588235294117583
tv,0.75,2,2,110,16,0.8125,0.10682352941176476
tv,1.0,2,0,146,16,0.84375,0.07247058823529418
tv,0.25,3,0,36,16,0.75,-0.03241013553329397
tv,0.25,3,1,36,16,0.78125,-0.07542722451384787
tv,0.25,3,2,36,16,0.65625,0.09664113140836772
tv,0.5,3,0,73,16,0.65625,0.09664113140836772
tv,0.5,3,1,73,16,0.625,0.13965822038892162
tv,0.5,3,2,73,16,0.59375,0.1826753093694755
tv,0.75,3,0,110,16,0.6875,0.05362404242781382
tv,0.75,3,1,110,16,0.65625,0.09664113140836772
tv,0.75,3,2,110,16,0.625,0.13965822038892162
tv,1.0,3,0,146,16,0.625,0.13965822038892162
tv,0.25,4,0,36,16,0.625,0.20262151829601305
tv,0.25,4,1,36,16,0.71875,0.08301474604041503
tv,0.25,4,2,36,16,0.6875,0.1228836701256143
tv,0.5,4,0,73,16,0.65625,0.16275259421081367
tv,0.5,4,1,73,16,0.6875,0.1228836701256143
tv,0.5,4,2,73,16,0.65625,0.16275259421081367
tv,0.75,4,0,110,16,0.625,0.20262151829601305
tv,0.75,4,1,110,16,0.65625,0.16275259421081367
tv,0.75,4,2,110,16,0.625,0.20262151829601305
tv,1.0,4,0,146,16,0.5625,0.2823593664664117
tv,0.25,5,0,36,16,0.78125,0.03997895844292476
tv,0.25,5,1,36,16,0.71875,0.1167806417674907
tv,0.25,5,2,36,16,1.0625,-0.3056286165176223
tv,0.5,5,0,73,16,0.8125,0.0015781167806416807
tv,0.5,5,1,73,16,0.78125,0.03997895844292476
tv,0.5,5,2,73,16,0.6875,0.15518148342977378
tv,0.75,5,0,110,16,0.78125,0.03997895844292476
tv,0.75,5,1,110,16,0.8125,0.0015781167806416807
tv,0.75,5,2,110,16,0.71875,0.1167806417674907
tv,1.0,5,0,146,16,0.75,0.07837980010520773
tv,0.25,6,0,36,16,0.59375,0.27306079664570226
tv,0.25,6,1,36,16,1.0,-0.22431865828092246
tv,0.25,6,2,36,16,0.78125,0.04350104821802936
tv,0.5,6,0,73,16,0.75,0.08176100628930816
tv,0.5,6,1,73,16,0.90625,-0.10953878406708606
tv,0.5,6,2,73,16,0.875,-0.07127882599580704
tv,0.75,6,0,110,16,0.6875,0.15828092243186587
tv,0.75,6,1,110,16,0.875,-0.07127882599580704
tv,0.75,6,2,110,16,0.65625,0.19654088050314467
tv,1.0,6,0,146,16,0.8125,0.00524109014675056
tv,0.25,7,0,36,16,0.6875,0.223779603673272
tv,0.25,7,1,36,16,0.75,0.15321411309811495
tv,0.25,7,2,36,16,1.09375,-0.23489608506524906
tv,0.5,7,0,73,16,0.84375,0.04736587723537933
tv,0.5,7,1,73,16,0.75,0.15321411309811495
tv,0.5,7,2,73,16,1.0,-0.12904784920251333
tv,0.75,7,0,110,16,0.78125,0.11793136781053637
tv,0.75,7,1,110,16,0.78125,0.11793136781053637
tv,0.75,7,2,110,16,0.8125,0.0826486225229579
tv,1.0,7,0,146,16,0.875,0.012083131947800752
tv,0.25,8,0,36,16,1.0,-0.1839837810440954
tv,0.25,8,1,36,16,0.90625,-0.07298530157121141
tv,0.25,8,2,36,16,0.90625,-0.07298530157121141
tv,0.5,8,0,73,16,0.9375,-0.10998479472883926
tv,0.5,8,1,73,16,0.9375,-0.10998479472883926
tv,0.5,8,2,73,16,0.96875,-0.14698428788646734
tv,0.75,8,0,110,16,0.9375,-0.10998479472883926
tv,0.75,8,1,110,16,0.9375,-0.10998479472883926
tv,0.75,8,2,110,16,1.0625,-0.25798276735935133
tv,1.0,8,0,146,16,0.875,-0.03598580841358334
tv,0.25,9,0,36,16,0.9375,0.0009124087591240171
tv,0.25,9,1,36,16,0.96875,-0.032390510948905105
tv,0.25,9,2,36,16,1.0,-0.06569343065693434
tv,0.5,9,0,73,16,0.78125,0.16742700729927007
tv,0.5,9,1,73,16,0.75,0.2007299270072993
tv,0.5,9,2,73,16,0.71875,0.23403284671532842
tv,0.75,9,0,110,16,0.75,0.2007299270072993
tv,0.75,9,1,110,16,0.875,0.06751824817518248
tv,0.75,9,2,110,16,0.78125,0.16742700729927007
tv,1.0,9,0,146,16,0.78125,0.16742700729927007
tv,0.25,10,0,36,17,1.0,-0.030733849048714346
tv,0.25,10,1,36,17,0.8823529411764706,0.09052895672172268
tv,0.25,10,2,36,17,0.7352941176470589,0.24210746393476879
tv,0.5,10,0,72,17,0.9117647058823529,0.060213255279113365
tv,0.5,10,1,72,17,0.9411764705882353,0.029897553836504165
tv,0.5,10,2,72,17,0.7058823529411765,0.2724231653773781
tv,0.75,10,0,109,17,0.9117647058823529,0.060213255279113365
tv,0.75,10,1,109,17,0.7647058823529411,0.2117917624921597
tv,0.75,10,2,109,17,0.7058823529411765,0.2724231653773781
tv,1.0,10,0,145,17,0.7941176470588235,0.18147606104955039
tv,0.25,11,0,36,17,1.1176470588235294,-0.4580576872188409
tv,0.25,11,1,36,17,0.7941176470588235,-0.035988356708123836
tv,0.25,11,2,36,17,0.6764705882352942,0.1174913998412278
tv,0.5,11,0,72,17,0.7647058823529411,0.0023815824292141574
tv,0.5,11,1,72,17,0.7941176470588235,-0.035988356708123836
tv,0.5,11,2,72,17,0.8235294117647058,-0.07435829584546161
tv,0.75,11,0,109,17,0.7352941176470589,0.04075152156655193
tv,0.75,11,1,109,17,0.6764705882352942,0.1174913998412278
tv,0.75,11,2,109,17,0.7058823529411765,0.07912146070388992
tv,1.0,11,0,145,17,0.7058823529411765,0.07912146070388992
tv,0.25,12,0,36,16,0.90625,-0.15999999999999992
tv,0.25,12,1,36,16,0.78125,0.0
tv,0.25,12,2,36,16,0.71875,0.07999999999999996
tv,0.5,12,0,73,16,0.8125,-0.040000000000000036
tv,0.5,12,1,73,16,0.875,-0.1200000000000001
tv,0.5,12,2,73,16,0.71875,0.07999999999999996
tv,0.75,12,0,110,16,0.6875,0.12
tv,0.75,12,1,110,16,0.78125,0.0
tv,0.75,12,2,110,16,0.8125,-0.040000000000000036
tv,1.0,12,0,146,16,0.84375,-0.08000000000000007
tv,0.25,13,0,36,16,0.46875,0.36300174520069806
tv,0.25,13,1,36,16,0.71875,0.02326934264107028
tv,0.25,13,2,36,16,0.5625,0.23560209424083767
tv,0.5,13,0,73,16,0.75,-0.01919720767888311
tv,0.5,13,1,73,16,0.71875,0.02326934264107028
tv,0.5,13,2,73,16,0.5625,0.23560209424083767
tv,0.75,13,0,110,16,0.4375,0.40546829552065156
tv,0.75,13,1,110,16,0.59375,0.19313554392088417
tv,0.75,13,2,110,16,0.4375,0.40546829552065156
tv,1.0,13,0,146,16,0.6875,0.06573589296102378
tv,0.25,14,0,36,16,0.96875,-0.09961127308066087
tv,0.25,14,1,36,16,1.0,-0.13508260447035947
tv,0.25,14,2,36,16,0.8125,0.07774538386783292
tv,0.5,14,0,73,16,0.875,0.006802721088435382
tv,0.5,14,1,73,16,1.03125,-0.1705539358600583
tv,0.5,14,2,73,16,0.90625,-0.02866861030126322
tv,0.75,14,0,110,16,0.84375,0.042274052478134205
tv,0.75,14,1,110,16,0.96875,-0.09961127308066087
tv,0.75,14,2,110,16,0.875,0.006802721088435382
tv,1.0,14,0,146,16,0.9375,-0.06413994169096204
tv,0.25,15,0,36,16,0.8125,0.10260047281323881
tv,0.25,15,1,36,16,0.78125,0.1371158392434988
tv,0.25,15,2,36,16,1.5625,-0.7257683215130024
tv,0.5,15,0,73,16,0.96875,-0.06997635933806134
tv,0.5,15,1,73,16,0.75,0.1716312056737589
tv,0.5,15,2,73,16,0.84375,0.06808510638297871
tv,0.75,15,0,110,16,0.875,0.033569739952718725
tv,0.75,15,1,110,16,0.875,0.033569739952718725
tv,0.75,15,2,110,16,0.75,0.1716312056737589
tv,1.0,15,0,146,16,0.78125,0.1371158392434988
tv,0.25,16,0,36,16,0.8125,-0.02650081124932413
tv,0.25,16,1,36,16,0.5625,0.2893455922120064
tv,0.25,16,2,36,16,0.6875,0.1314223904813412
tv,0.5,16,0,73,16,0.625,0.21038399134667385
tv,0.5,16,1,73,16,0.65625,0.17090319091400752
tv,0.5,16,2,73,16,0.75,0.05246078961600853
tv,0.75,16,0,110,16,0.53125,0.3288263926446727
tv,0.75,16,1,110,16,0.75,0.05246078961600853
tv,0.75,16,2,110,16,0.65625,0.17090319091400752
tv,1.0,16,0,146,16,0.75,0.05246078961600853
tv,0.25,17,0,36,16,1.09375,-0.02569249297470888
tv,0.25,17,1,36,16,1.03125,0.03291850662384599
tv,0.25,17,2,36,16,0.9375,0.12083500602167818
tv,0.5,17,0,73,16,0.875,0.17944600562023294
tv,0.5,17,1,73,16,0.75,0.29666800481734246
tv,0.5,17,2,73,16,0.875,0.17944600562023294
tv,0.75,17,0,110,16,0.75,0.29666800481734246
tv,0.75,17,1,110,16,0.8125,0.2380570052187877
tv,0.75,17,2,110,16,0.90625,0.1501405058209555
tv,1.0,17,0,146,16,0.78125,0.26736250501806513
tv,0.25,18,0,36,16,0.875,-0.02148925537231383
tv,0.25,18,1,36,16,0.96875,-0.1309345327336333
tv,0.25,18,2,36,16,0.78125,0.08795602198900543
tv,0.5,18,0,73,16,0.875,-0.02148925537231383
tv,0.5,18,1,73,16,1.03125,-0.20389805097451275
tv,0.5,18,2,73,16,0.90625,-0.05797101449275366
tv,0.75,18,0,110,16,0.78125,0.08795602198900543
tv,0.75,18,1,110,16,0.8125,0.05147426286856571
tv,0.75,18,2,110,16,0.84375,0.014992503748125885
tv,1.0,18,0,146,16,0.78125,0.08795602198900543
tv,0.25,19,0,36,16,0.90625,-0.06973218797372427
tv,0.25,19,1,36,16,0.84375,0.004042445679636075
tv,0.25,19,2,36,16,0.84375,0.004042445679636075
tv,0.5,19,0,73,16,0.75,0.11470439615967654
tv,0.5,19,1,73,16,0.84375,0.004042445679636075
tv,0.5,19,2,73,16,0.9375,-0.10661950480040439
tv,0.75,19,0,110,16,0.8125,0.04092976250631619
tv,0.75,19,1,110,16,0.78125,0.07781707933299631
tv,0.75,19,2,110,16,0.84375,0.004042445679636075
tv,1.0,19,0,146,16,0.90625,-0.06973218797372427
tv,0.25,20,0,36,17,1.0,-0.026441807203830603
tv,0.25,20,1,36,17,0.8529411764705882,0.12450551738496796
tv,0.25,20,2,36,17,0.8823529411764706,0.0943160524672082
tv,0.5,20,0,72,17,1.0,-0.026441807203830603
tv,0.5,20,1,72,17,1.0,-0.026441807203830603
tv,0.5,20,2,72,17,0.9411764705882353,0.0339371226316888
tv,0.75,20,0,109,17,0.9411764705882353,0.0339371226316888
tv,0.75,20,1,109,17,0.9411764705882353,0.0339371226316888
tv,0.75,20,2,109,17,0.9411764705882353,0.0339371226316888
tv,1.0,20,0,145,17,0.8529411764705882,0.12450551738496796
tv,0.25,21,0,36,17,1.1470588235294117,-0.1160449970396682
tv,0.25,21,1,36,17,1.0294117647058822,-0.001578843497138216
tv,0.25,21,2,36,17,1.1176470588235294,-0.08742845865403592
tv,0.5,21,0,72,17,1.1176470588235294,-0.08742845865403592
tv,0.5,21,1,72,17,1.2352941176470589,-0.2018946121965659
tv,0.5,21,2,72,17,1.1470588235294117,-0.1160449970396682
tv,0.75,21,0,109,17,1.2352941176470589,-0.2018946121965659
tv,0.75,21,1,109,17,1.2647058823529411,-0.2305111505821984
tv,0.75,21,2,109,17,1.1470588235294117,-0.1160449970396682
tv,1.0,21,0,145,17,1.1764705882352942,-0.1446615354253009
tv,0.25,22,0,36,16,0.71875,-0.14921286789869947
tv,0.25,22,1,36,16,0.65625,-0.04928131416837789
tv,0.25,22,2,36,16,0.75,-0.19917864476386038
tv,0.5,22,0,73,16,0.65625,-0.04928131416837789
tv,0.5,22,1,73,16,0.65625,-0.04928131416837789
tv,0.5,22,2,73,16,0.8125,-0.2991101984941822
tv,0.75,22,0,110,16,0.6875,-0.09924709103353879
tv,0.75,22,1,110,16,0.6875,-0.09924709103353879
tv,0.75,22,2,110,16,0.84375,-0.34907597535934287
tv,1.0,22,0,146,16,0.6875,-0.09924709103353879
tv,0.25,23,0,36,16,0.75,-0.03607332939089303
tv,0.25,23,1,36,16,0.84375,-0.16558249556475468
tv,0.25,23,2,36,16,0.75,-0.03607332939089303
tv,0.5,23,0,73,16,0.8125,-0.1224127735068008
tv,0.5,23,1,73,16,0.65625,0.09343583678296863
tv,0.5,23,2,73,16,0.625,0.13660555884092251
tv,0.75,23,0,110,16,0.71875,0.007096392667060858
tv,0.75,23,1,110,16,0.6875,0.05026611472501474
tv,0.75,23,2,110,16,0.6875,0.05026611472501474
tv,1.0,23,0,146,16,0.6875,0.05026611472501474
tv,0.25,24,0,36,16,0.59375,0.09523809523809523
tv,0.25,24,1,36,16,0.6875,-0.04761904761904767
tv,0.25,24,2,36,16,0.71875,-0.09523809523809534
tv,0.5,24,0,73,16,0.59375,0.09523809523809523
tv,0.5,24,1,73,16,0.78125,-0.19047619047619047
tv,0.5,24,2,73,16,0.625,0.04761904761904767
tv,0.75,24,0,110,16,0.6875,-0.04761904761904767
tv,0.75,24,1,110,16,0.71875,-0.09523809523809534
tv,0.75,24,2,110,16,0.65625,0.0
tv,1.0,24,0,146,16,0.53125,0.19047619047619047
tv,0.25,25,0,36,16,0.625,0.26001013684744045
tv,0.25,25,1,36,16,0.75,0.1120121642169285
tv,0.25,25,2,36,16,0.875,-0.03598580841358334
tv,0.5,25,0,73,16,0.625,0.26001013684744045
tv,0.5,25,1,73,16,0.84375,0.0010136847440446184
tv,0.5,25,2,73,16,0.65625,0.2230106436898125
tv,0.75,25,0,110,16,0.625,0.26001013684744045
tv,0.75,25,1,110,16,0.78125,0.07501267105930054
tv,0.75,25,2,110,16,0.625,0.26001013684744045
tv,1.0,25,0,146,16,0.59375,0.2970096300050684
tv,0.25,26,0,36,16,0.875,0.09677419354838712
tv,0.25,26,1,36,16,0.9375,0.032258064516129004
tv,0.25,26,2,36,16,0.90625,0.06451612903225812
tv,0.5,26,0,73,16,0.71875,0.25806451612903225
tv,0.5,26,1,73,16,0.71875,0.25806451612903225
tv,0.5,26,2,73,16,0.8125,0.16129032258064513
tv,0.75,26,0,110,16,0.75,0.22580645161290325
tv,0.75,26,1,110,16,0.6875,0.29032258064516125
tv,0.75,26,2,110,16,0.71875,0.25806451612903225
tv,1.0,26,0,146,16,0.625,0.3548387096774194
tv,0.25,27,0,36,16,0.9375,-0.034482758620689724
tv,0.25,27,1,36,16,0.84375,0.06896551724137934
tv,0.25,27,2,36,16,0.96875,-0.06896551724137923
tv,0.5,27,0,73,16,0.84375,0.06896551724137934
tv,0.5,27,1,73,16,0.78125,0.13793103448275867
tv,0.5,27,2,73,16,0.78125,0.13793103448275867
tv,0.75,27,0,110,16,0.90625,0.0
tv,0.75,27,1,110,16,0.78125,0.13793103448275867
tv,0.75,27,2,110,16,0.90625,0.0
tv,1.0,27,0,146,16,0.78125,0.13793103448275867
tv,0.25,28,0,36,16,0.78125,0.045502092050209275
tv,0.25,28,1,36,16,0.6875,0.16004184100418417
tv,0.25,28,2,36,16,0.90625,-0.10721757322175729
tv,0.5,28,0,73,16,0.8125,0.007322175732217606
tv,0.5,28,1,73,16,0.625,0.2364016736401674
tv,0.5,28,2,73,16,0.78125,0.045502092050209275
tv,0.75,28,0,110,16,0.65625,0.19822175732217573
tv,0.75,28,1,110,16,0.65625,0.19822175732217573
tv,0.75,28,2,110,16,0.65625,0.19822175732217573
tv,1.0,28,0,146,16,0.75,0.08368200836820094
tv,0.25,29,0,36,16,1.0,0.011844331641286066
tv,0.25,29,1,36,16,0.96875,0.04272419627749591
tv,0.25,29,2,36,16,0.84375,0.16624365482233516
tv,0.5,29,0,73,16,1.03125,-0.019035532994923665
tv,0.5,29,1,73,16,0.875,0.13536379018612532
tv,0.5,29,2,73,16,0.90625,0.10448392554991548
tv,0.75,29,0,110,16,0.875,0.13536379018612532
tv,0.75,29,1,110,16,0.78125,0.22800338409475474
tv,0.75,29,2,110,16,0.96875,0.04272419627749591
tv,1.0,29,0,146,16,0.875,0.13536379018612532
tv,0.25,30,0,36,17,0.7058823529411765,0.2508073196986006
tv,0.25,30,1,36,17,0.9117647058823529,0.0322927879440259
tv,0.25,30,2,36,17,0.9117647058823529,0.0322927879440259
tv,0.5,30,0,72,17,0.7352941176470589,0.21959095801937567
tv,0.5,30,1,72,17,0.7352941176470589,0.21959095801937567
tv,0.5,30,2,72,17,0.7941176470588235,0.15715823466092582
tv,0.75,30,0,109,17,0.7941176470588235,0.15715823466092582
tv,0.75,30,1,109,17,0.8529411764705882,0.09472551130247586
tv,0.75,30,2,109,17,0.8235294117647058,0.1259418729817008
tv,1.0,30,0,145,17,0.8529411764705882,0.09472551130247586
tv,0.25,31,0,36,17,0.7941176470588235,-0.031620553359683834
tv,0.25,31,1,36,17,0.7352941176470589,0.044795783926218524
tv,0.25,31,2,36,17,0.7941176470588235,-0.031620553359683834
tv,0.5,31,0,72,17,0.7352941176470589,0.044795783926218524
tv,0.5,31,1,72,17,0.8823529411764706,-0.1462450592885376
tv,0.5,31,2,72,17,0.9117647058823529,-0.184453227931489
tv,0.75,31,0,109,17,0.7941176470588235,-0.031620553359683834
tv,0.75,31,1,109,17,0.7647058823529411,0.006587615283267345
tv,0.75,31,2,109,17,0.8235294117647058,-0.06982872200263524
tv,1.0,31,0,145,17,0.7941176470588235,-0.031620553359683834
tv,0.25,32,0,36,16,0.9375,0.0641025641025641
tv,0.25,32,1,36,16,1.03125,-0.029487179487179604
tv,0.25,32,2,36,16,1.09375,-0.091880341880342
tv,0.5,32,0,73,16,1.03125,-0.029487179487179604
tv,0.5,32,1,73,16,0.84375,0.1576923076923077
tv,0.5,32,2,73,16,0.9375,0.0641025641025641
tv,0.75,32,0,110,16,0.8125,0.18888888888888888
tv,0.75,32,1,110,16,0.84375,0.1576923076923077
tv,0.75,32,2,110,16,0.9375,0.0641025641025641
tv,1.0,32,0,146,16,0.8125,0.18888888888888888
tv,0.25,33,0,36,16,0.75,0.1564756860857005
tv,0.25,33,1,36,16,0.75,0.1564756860857005
tv,0.25,33,2,36,16,0.75,0.1564756860857005
tv,0.5,33,0,73,16,0.84375,0.05103514684641297
tv,0.5,33,1,73,16,0.78125,0.12132883967260466
tv,0.5,33,2,73,16,0.84375,0.05103514684641297
tv,0.75,33,0,110,16,0.75,0.1564756860857005
tv,0.75,33,1,110,16,0.78125,0.12132883967260466
tv,0.75,33,2,110,16,0.71875,0.19162253249879624
tv,1.0,33,0,146,16,0.6875,0.22676937891189208
tv,0.25,34,0,36,16,1.0625,-0.1333333333333333
tv,0.25,34,1,36,16,0.875,0.06666666666666665
tv,0.25,34,2,36,16,1.03125,-0.10000000000000009
tv,0.5,34,0,73,16,1.03125,-0.10000000000000009
tv,0.5,34,1,73,16,0.8125,0.1333333333333333
tv,0.5,34,2,73,16,0.875,0.06666666666666665
tv,0.75,34,0,110,16,1.03125,-0.10000000000000009
tv,0.75,34,1,110,16,0.90625,0.033333333333333326
tv,0.75,34,2,110,16,0.9375,0.0
tv,1.0,34,0,146,16,1.0,-0.06666666666666665
tv,0.25,35,0,36,16,0.84375,-0.07294501905280337
tv,0.25,35,1,36,16,0.84375,-0.07294501905280337
tv,0.25,35,2,36,16,0.78125,0.0065323897659227415
tv,0.5,35,0,73,16,0.78125,0.0065323897659227415
tv,0.5,35,1,73,16,0.84375,-0.07294501905280337
tv,0.5,35,2,73,16,0.6875,0.12574850299401208
tv,0.75,35,0,110,16,0.71875,0.08600979858464897
tv,0.75,35,1,110,16,0.90625,-0.1524224278715296
tv,0.75,35,2,110,16,0.75,0.046271094175285854
tv,1.0,35,0,146,16,0.78125,0.0065323897659227415
tv,0.25,36,0,36,16,0.84375,-0.05683646112600549
tv,0.25,36,1,36,16,0.90625,-0.13512064343163543
tv,0.25,36,2,36,16,0.90625,-0.13512064343163543
tv,0.5,36,0,73,16,0.78125,0.021447721179624568
tv,0.5,36,1,73,16,1.125,-0.4091152815013406
tv,0.5,36,2,73,16,1.0,-0.25254691689008046
tv,0.75,36,0,110,16,0.84375,-0.05683646112600549
tv,0.75,36,1,110,16,0.8125,-0.017694369973190405
tv,0.75,36,2,110,16,0.90625,-0.13512064343163543
tv,1.0,36,0,146,16,0.78125,0.021447721179624568
tv,0.25,37,0,36,16,0.75,0.04209950792782935
tv,0.25,37,1,36,16,0.875,-0.11755057408419911
tv,0.25,37,2,36,16,0.8125,-0.037725533078184936
tv,0.5,37,0,73,16,0.78125,0.002186987424822262
tv,0.5,37,1,73,16,0.84375,-0.07763805358119202
tv,0.5,37,2,73,16,0.8125,-0.037725533078184936
tv,0.75,37,0,110,16,0.75,0.04209950792782935
tv,0.75,37,1,110,16,0.78125,0.002186987424822262
tv,0.75,37,2,110,16,0.875,-0.11755057408419911
tv,1.0,37,0,146,16,0.78125,0.002186987424822262
tv,0.25,38,0,36,16,0.84375,0.07334273624823684
tv,0.25,38,1,36,16,0.625,0.31358721203573103
tv,0.25,38,2,36,16,0.75,0.17630465444287713
tv,0.5,38,0,73,16,0.875,0.039022096850023336
tv,0.5,38,1,73,16,0.65625,0.27926657263751753
tv,0.5,38,2,73,16,0.90625,0.004701457451809943
tv,0.75,38,0,110,16,0.75,0.17630465444287713
tv,0.75,38,1,110,16,0.65625,0.27926657263751753
tv,0.75,38,2,110,16,0.78125,0.14198401504466374
tv,1.0,38,0,146,16,0.65625,0.27926657263751753
tv,0.25,39,0,36,16,0.71875,0.08100711548987405
tv,0.25,39,1,36,16,0.78125,0.0010946907498631253
tv,0.25,39,2,36,16,0.625,0.20087575259989054
tv,0.5,39,0,73,16,0.6875,0.12096332785987951
tv,0.5,39,1,73,16,0.625,0.20087575259989054
tv,0.5,39,2,73,16,0.625,0.20087575259989054
tv,0.75,39,0,110,16,0.5625,0.28078817733990147
tv,0.75,39,1,110,16,0.625,0.20087575259989054
tv,0.75,39,2,110,16,0.65625,0.16091954022988508
tv,1.0,39,0,146,16,0.65625,0.16091954022988508
tv,0.25,40,0,36,17,0.7058823529411765,0.040000000000000036
tv,0.25,40,1,36,17,0.7352941176470589,0.0
tv,0.25,40,2,36,17,0.7941176470588235,-0.07999999999999985
tv,0.5,40,0,72,17,0.6764705882352942,0.07999999999999996
tv,0.5,40,1,72,17,0.6470588235294118,0.12
tv,0.5,40,2,72,17,0.7352941176470589,0.0
tv,0.75,40,0,109,17,0.6764705882352942,0.07999999999999996
tv,0.75,40,1,109,17,0.47058823529411764,0.3600000000000001
tv,0.75,40,2,109,17,0.6470588235294118,0.12
tv,1.0,40,0,145,17,0.6470588235294118,0.12
tv,0.25,41,0,36,17,0.7647058823529411,0.21245038646333836
tv,0.25,41,1,36,17,0.9117647058823529,0.06099853770628805
tv,0.25,41,2,36,17,0.9117647058823529,0.06099853770628805
tv,0.5,41,0,72,17,0.8823529411764706,0.09128890745769802
tv,0.5,41,1,72,17,0.8529411764705882,0.1215792772091081
tv,0.5,41,2,72,17,0.8529411764705882,0.1215792772091081
tv,0.75,41,0,109,17,0.8235294117647058,0.1518696469605182
tv,0.75,41,1,109,17,0.8529411764705882,0.1215792772091081
tv,0.75,41,2,109,17,0.8823529411764706,0.09128890745769802
tv,1.0,41,0,145,17,0.8235294117647058,0.1518696469605182
tv,0.25,42,0,36,16,0.65625,-0.09578270192994998
tv,0.25,42,1,36,16,0.625,-0.04360257326661898
tv,0.25,42,2,36,16,0.6875,-0.14796283059328097
tv,0.5,42,0,73,16,0.71875,-0.20014295925661196
tv,0.5,42,1,73,16,0.625,-0.04360257326661898
tv,0.5,42,2,73,16,0.6875,-0.14796283059328097
tv,0.75,42,0,110,16,0.71875,-0.20014295925661196
tv,0.75,42,1,110,16,0.65625,-0.09578270192994998
tv,0.75,42,2,110,16,0.78125,-0.30450321658327395
tv,1.0,42,0,146,16,0.625,-0.04360257326661898
tv,0.25,43,0,36,16,0.75,0.04209950792782935
tv,0.25,43,1,36,16,0.78125,0.002186987424822262
tv,0.25,43,2,36,16,0.8125,-0.037725533078184936
tv,0.5,43,0,73,16,0.84375,-0.07763805358119202
tv,0.5,43,1,73,16,0.78125,0.002186987424822262
tv,0.5,43,2,73,16,0.78125,0.002186987424822262
tv,0.75,43,0,110,16,0.8125,-0.037725533078184936
tv,0.75,43,1,110,16,0.625,0.2017495899398578
tv,0.75,43,2,110,16,0.75,0.04209950792782935
tv,1.0,43,0,146,16,0.75,0.04209950792782935
tv,0.25,44,0,36,16,0.625,0.2857142857142857
tv,0.25,44,1,36,16,0.5,0.4285714285714286
tv,0.25,44,2,36,16,0.75,0.1428571428571429
tv,0.5,44,0,73,16,0.75,0.1428571428571429
tv,0.5,44,1,73,16,0.875,0.0
tv,0.5,44,2,73,16,0.90625,-0.03571428571428581
tv,0.75,44,0,110,16,0.75,0.1428571428571429
tv,0.75,44,1,110,16,0.65625,0.25
tv,0.75,44,2,110,16,0.75,0.1428571428571429
tv,1.0,44,0,146,16,0.75,0.1428571428571429
tv,0.25,45,0,36,16,1.0,0.011844331641286066
tv,0.25,45,1,36,16,0.875,0.13536379018612532
tv,0.25,45,2,36,16,0.96875,0.04272419627749591
tv,0.5,45,0,73,16,0.9375,0.07360406091370564
tv,0.5,45,1,73,16,1.03125,-0.019035532994923665
tv,0.5,45,2,73,16,1.0625,-0.04991539763113351
tv,0.75,45,0,110,16,0.9375,0.07360406091370564
tv,0.75,45,1,110,16,1.0625,-0.04991539763113351
tv,0.75,45,2,110,16,0.96875,0.04272419627749591
tv,1.0,45,0,146,16,0.9375,0.07360406091370564
tv,0.25,46,0,36,16,0.875,-0.06513809275664406
tv,0.25,46,1,36,16,0.90625,-0.10317873892652418
tv,0.25,46,2,36,16,0.78125,0.04898384575299641
